"title","description","rating","year","tags","cover"
"Kamisama no Uroko","Being called ""Sensei"" all the time and having to act worthy of it was too heavy a burden to bear, so I fled to my home town. But amidst the nostalgic scenery, a mysterious man appeared before me...",4.6,2016,"['BL', 'Romance', 'Yaoi', 'Dragons', 'God-Human Relationship', 'Gods', 'Hiatus', 'Interspecies Relationship', 'Non-Human Protagonists', 'Supernatural', 'Writers', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/kamisama-no-uroko-1-190x268.jpg?t=1625916653"
"Overlord","What do you do when your favorite game shuts down? Momonga decided to stay logged in right up until the very end. But when the servers go dark, he finds himself transported into the game world--and he's been transformed into his skeletal avatar from the game, awesome magical powers included! But what if he's the villain of his own story?",4.6,2014,"['Action', 'Adventure', 'Fantasy', 'Dark Fantasy', 'Demons', 'Isekai', 'Magic', 'MMORPG', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Skeletons', 'Trapped in a Video Game', 'Virtual Reality', 'Violence', 'Adapted to Anime', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/overlord-1-190x282.jpg?t=1625913574"
"Kimi wa Houkago Insomnia","A story about two students who share a bad case of insomnia, who find napping refuge in their school’s abandoned observatory.",4.6,2019,"['Drama', 'Romance', 'Seinen', 'Astronomy', 'Photography', 'School Club', 'School Life', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/kimi-wa-houkago-insomnia-1-190x269.jpg?t=1625922783"
"Under the Oak Tree (Novel)","A flawless love story of the flawed. Stuttering lady Maximilian is forced into a marriage with Sir Riftan, but he leaves on a campaign after their wedding night. 3 years later, he triumphantly returns, ready to cherish her. As life with her husband finally begins, she only has one question — does she deserve this love and happiness?",4.6,2017,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Hiatus', 'Nobility']","https://cdn.anime-planet.com/manga/primary/under-the-oak-tree-novel-1-285x356.webp?t=1645452381"
"I Become a Fool When It Comes to My Daughter","25 years old unemployed Lee Juwon. One day, he became a dad. ""Dad...?"" But... his daughter is too cute.",4.6,2021,"['Manhwa', 'Slice of Life', 'Webtoons', 'Full Color']","https://cdn.anime-planet.com/manga/primary/i-become-a-fool-when-it-comes-to-my-daughter-1-285x399.jpg?t=1628028623"
"The World After the Fall","Faced with imminent defeat and certain death, would you choose to run – or continue to fight for a doomed world? When mysterious towers appear across the world, summoning monsters that prey on mankind, this is the choice presented to the Tower Walkers – adventurers with special powers to fight the monsters. On the brink of death, they can choose to use a “regression stone” to return to the past for a second chance, though this decision places them in a separate timeline forever. Stubborn Tower Walker Jaehwan rejects this choice, choosing to fight for the original timeline, and learning shocking secrets about the Tower along the way.",4.6,2022,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-world-after-the-fall-1-285x399.webp?t=1644380880"
"Remarried Empress (Novel)","Navier was the perfect empress, however, the Emperor wanted a wife, not a colleague. And so, the Emperor abandoned Empress Navier and placed a slave girl beside him. That was fine, until Navier heard the Emperor promise the slave girl the Empress’ position. After much agonizing, Navier decided she would remarry the emperor of the neighboring country.",4.6,2018,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Historical', 'Remarriage', 'Royalty']","https://cdn.anime-planet.com/manga/primary/remarried-empress-novel-1-190x250.jpg?t=1625922694"
"Unholy Blood","When vampires destroy her chance to have the normal life she’s always wanted, Hayan is forced to draw on her darkest secret to rid the world of the merciless hunters that took it over 10 years ago. With the support of a rising star in the local police force, Hayan steps up to protect her loved ones, face her past, and get her revenge.",4.6,2020,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Non-Human Protagonists', 'School Life', 'Secret Identity', 'Supernatural', 'Urban Fantasy', 'Vampires', 'Mature Themes', 'Violence', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/unholy-blood-1-285x393.jpg?t=1633813148"
"Our Dining Table","Eating around other people is a struggle for salaryman Yutaka, despite his talent for cooking. All that changes when he meets Minoru and Tane — two brothers, many years apart in age — who ask him to teach them how to make his delicious food! Yutaka soon finds himself having a change of heart as he looks forward to the meals they share together.",4.6,2015,"['BL', 'Romance', 'Shounen-ai', 'Slice of Life', 'Adult Couples', 'Childcare', 'Food and Beverage', 'Mature Romance', 'Orphans', 'Salaryman', 'Siblings']","https://cdn.anime-planet.com/manga/primary/our-dining-table-1-190x271.jpg?t=1625915266"
"Surviving Romance","When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel’s love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she’ll need the help of an unlikely character from her class to defy the new storyline and find her happy ending -- if only she can figure out who this ‘Unknown Extra’ is first!",4.6,2021,"['Horror', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Person in a Strange World', 'Transported Into a Novel', 'Mature Themes', 'Suicide']","https://cdn.anime-planet.com/manga/primary/surviving-romance-1-190x266.jpg?t=1625930229"
"Golden Kamuy","In the early twentieth century, Russo-Japanese War veteran Saichi “Immortal” Sugimoto scratches out a meager existence during the postwar gold rush on the wild frontier of Hokkaido. When he stumbles across a map to a fortune in hidden Ainu gold, he sets off on a treacherous quest to find it. But Sugimoto is not the only interested party, and everyone who knows about the gold will kill to possess it! Faced with the harsh conditions of the northern wilderness, ruthless criminals and rogue Japanese soldiers, Sugimoto will need all his skills and luck—and the help of an Ainu girl named Asirpa—to survive.",4.6,2014,"['Action', 'Adventure', 'Comedy', 'Drama', 'Seinen', 'Dark Comedy', 'Historical', 'Treasure Hunters', 'Animal Abuse', 'Explicit Violence', 'Mature Themes', 'Nudity', 'Sexual Content', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/golden-kamuy-1-190x273.jpg?t=1625914230"
"Welcome Home","Hiromu Fujiyoshi knew that the gentle omega Masaki was his destined mate from the moment he first laid eyes on him, and now that they are finally married, he refuses to allow anything to destroy their precious bond. Neither a judgmental society nor interfering family members have succeeded in tearing down the life they've built, and together they've created a happy family. Because of the discrimination in their old neighborhood, Hiromu and Masaki have just moved into a new home where they hope to give their little son Hikari the safe, warm environment he deserves. With kind friends new and old, this affectionate family fills their days with happiness and love.",4.6,2015,"['BL', 'Romance', 'Shounen-ai', 'Slice of Life', 'Adult Couples', 'Childcare', 'Family Life', 'Fated Lovers', 'Married Life', 'Mature Romance', 'Neighbors', 'Omegaverse', 'Sexual Content']","https://cdn.anime-planet.com/manga/primary/welcome-home-1-190x270.jpg?t=1625916129"
"To Your Eternity","Dropped from the hand of a mysterious being, a lone orb begins a journey of discovery. With the power to imitate both living and non-living things, it can take the form of objects, animals, and people it meets along the way. Gaining consciousness, emotions, and eventually the name Fushi, the immortal creature learns both the beauty and suffering the world has to offer. But humanity is in great peril from powerful beings called the Nokkers, who Fushi alone is able to defeat. Can he protect a world he is still struggling to understand from enemies with the ability to steal everything Fushi has painstakingly gained so far?",4.6,2016,"['Adventure', 'Drama', 'Fantasy', 'Shounen', 'Animal Transformation', 'Melancholy', 'Non-Human Protagonists', 'Supernatural', 'Survival', 'Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/to-your-eternity-1-190x273.jpg?t=1625915024"
"Reverend Insanity (Novel)","A story of a villain, Fang Yuan who was reborn 500 years into the past with the ChunQiu Cicada he painstakingly refined. With his profound wisdom, battle and life experiences, he seeks to overcome his foes with skill and wit! Ruthless and amoral, he has no need to hold back as he pursues his ultimate goals. In a world of cruelty where one cultivates using Gu - magical creatures of the world - Fang Yuan must rise up above all with his own power.",4.6,2012,"['Action', 'Fantasy', 'Manhua', 'Web Novels', 'Cancelled', 'Cultivation', 'Martial Arts', 'Time Travel', 'Xianxia']","https://cdn.anime-planet.com/manga/primary/reverend-insanity-novel-1-190x253.jpg?t=1625922238"
"My Youth Romantic Comedy Is Wrong, As I Expected (Light Novel)","After being turned down by his unrequited crush, Hachiman Hikigaya is determined to live out the rest of his high school life single and socially tuned out to avoid the folly of youth. But Hachiman's resolve is lacking compared to his guidance counselor, a woman determined to change the boy's ways. So, much to his dismay, Hachiman is soon forced to reach out to those around him by joining a club dedicated to serving others. Alongside the cold, but beautiful club president Yukino, eager Yui, and other new friends, Hachiman will try to stomach his new volunteer work and survive his ultimate fear: being involved in a typical high school romantic comedy.",4.6,2011,"['Comedy', 'Drama', 'Light Novels', 'Romance', 'School Club', 'School Life', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/my-youth-romantic-comedy-is-wrong-as-i-expected-light-novel-1-285x428.jpg?t=1628139735"
"The Savior's Book Cafe Story in Another World","When a “god” tells Tsukina that she is to be transported to another world to become its savior, Tsukina isn’t interested. As a bookish thirty-something, she has zero desire to go on some big adventure…so when she arrives in the strange new land, she decides to use her magical powers to create a cozy little book café instead. But when a fellow “savior” starts causing trouble, Tsukina might just have to play the hero, after all!",4.6,2019,"['Fantasy', 'Romance', 'Slice of Life', 'Adult Couples', 'Cafe', 'Isekai', 'Magic', 'Mature Romance', 'Person in a Strange World', 'Summoned Into Another World', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-saviors-book-cafe-story-in-another-world-1-285x406.jpg?t=1635814955"
"Fluttering Feelings","The story of two people brought together by the fluttering feelings that they know nothing about.",4.6,2014,"['GL', 'Manhwa', 'Romance', 'Shoujo-ai', 'Webtoons', 'Cancelled', 'Full Color', 'School Life']","https://cdn.anime-planet.com/manga/primary/fluttering-feelings-1-190x254.jpg?t=1625913824"
"KonoSuba: God's Blessing on This Wonderful World! (Light Novel)","Game loving shut-in Kazuma Sato's life as a young schoolboy in Japan abruptly comes to an early end...or at least it was supposed to. When he opens his eyes, though, he sees a beautiful goddess that offers him a once in an after-lifetime chance to be reborn in a parallel world. The catch is that the world is violent and threatened by a growing evil! Fortunately, he can choose any one thing to bring with him. So he chooses the goddess, Aqua! And so his adventure with his gorgeous companion begins--if he could just get enough money and food to survive, keep his goddess out of trouble, and avoid grabbing the attention of the Demon King's army!",4.6,2013,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem', 'Light Novels', 'Romance', 'Gods', 'Guilds', 'Isekai', 'Magic', 'NEET', 'Person in a Strange World', 'Reincarnation', 'RPG', 'Supernatural', 'Adapted to Anime', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/konosuba-gods-blessing-on-this-wonderful-world-light-novel-1-190x285.jpg?t=1625913653"
"Becoming the Villain’s Family (Novel)","Sirens… a name derived from an ancient creature, used to describe those who could charm, lure, control, and heal others by singing. Subjected to live the life of a siren, Aria had experienced, seen, and heard many horrific things. Broken beyond repair, Aria resigned herself to death, when suddenly… The Grand Duke, Lloyd Cardence Valentine, arrived and whispered, “Should I kill everyone here?” In the end, Aria called the devil, bringing death to all those present, along with herself. And with that, Aria breathed her last and died… only to return back to her 10 year old self. Now that she had a second chance at her life, Aria was determined to change her fate, as well as the cruel fate of her saviour, Grand Duke Valentine. And so… Aria proposed to him with a marriage contract. She sold her soul to the devil and vowed to protect him.",4.6,2020,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Age Transformation', 'Nobility', 'Second Chance', 'Time Travel']","https://cdn.anime-planet.com/manga/primary/becoming-the-villains-family-novel-1-190x266.jpg?t=1625928602"
"Seaside Stranger: Harukaze no Étranger","Shun and Mio connected on their small island near Okinawa, leading to a friendship and eventual romance. But Shun's quiet home by the seaside started with pain–he left his hometown after his parents disowned him for being gay. That inescapable fact still haunts him, especially now that his father is ill. Shun is ready to go back to Hokkaido to see his parents again, but this time, he has Mio by his side. Mio has complicated feelings about this himself, as he was devastated by the loss of his own parents and now might not be accepted by Shun's – what will this trip mean for him?",4.6,2014,"['BL', 'Drama', 'Romance', 'Slice of Life', 'Yaoi', 'Adult Couples', 'Countryside', 'LGBT Themes', 'Mature Romance', 'Orphans', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/seaside-stranger-harukaze-no-etranger-1-285x408.webp?t=1645568732"
"Love Advice from the Great Duke of Hell","The girl of your dreams barely knows you exist. Your friends can’t help. Your family is clueless. So where do you turn for love advice? Who can provide you with that essential assistance for the lovelorn? If you’re average everyday teenager Paul, you summon a powerful demon from deep in the recesses of Hell and frankly, hope for the best.",4.6,2018,"['Comedy', 'OEL', 'Romance', 'Webtoons', 'Demons', 'Full Color', 'Non-Human Protagonists', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/love-advice-from-the-great-duke-of-hell-1-190x276.jpg?t=1625919768"
"After-School Hanako-kun","The ghostly Hanako-kun and his mortal assistant Nene Yashiro usually have their hands full resolving various supernatural incidents in Kamome Academy, but how do they spend their time when they get a break from all that? Come and see what the characters of Toilet-bound Hanako-kun do on their laid-back afterschool days!",4.6,2018,"['Comedy', 'School Life', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/after-school-hanako-kun-1-190x286.jpg?t=1625920645"
"Monthly Girls' Nozaki-kun","The boy of her dreams...is a girl's manga artist?! To the eyes of high school student Chiyo Sakura, classmate Umetarou Nozaki--brawny of build and brusque of tongue--is a dreamboat! When Chiyo finally works up the courage to tell Nozaki how she feels about him, she knows rejection is on the table...but getting recruited as a manga-ka's assistant?! Never in a million years! But for someone who makes a living drawing sweet girly romances, Nozaki-kun is a little slow on the uptake when it comes to matters of the heart in reality. And so Chiyo's daily life of manga making and heartache begins!",4.6,2011,"['4-koma', 'Comedy', 'Romance', 'Shounen', 'Gag', 'Manga Industry', 'Otaku Culture', 'Parody', 'Satire', 'School Life', 'Writers', '1P Comic', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/monthly-girls-nozaki-kun-1-190x285.jpg?t=1625910764"
"Bungo Stray Dogs (Light Novel)","Doppo Kunikida is an idealist and a strait-laced detective at the Armed Detective Agency, an organization that takes on dangerous jobs that even the police won't handle. Everything in his life is progressing as planned until one day he's ordered to watch over the new guy, Osamu Dazai, a suspicious fellow of unknown origin who is obsessed with the thought of suicide. While investigating an unusual case involving a so-called haunted building, they find several of the missing people from another investigation. However, before they can find out how these cases connect, they are attacked by the mafia's Ryunosuke Akutagawa, sworn enemy of the agency! This is the beginning of a hopelessly inseparable relationship between two detectives. A battle of Abilities erupts in the shadows of Yokohama!",4.6,2014,"['Action', 'Light Novels', 'Mystery', 'Supernatural', 'Based on a Manga']","https://cdn.anime-planet.com/manga/primary/bungou-stray-dogs-light-novel-1-190x285.jpg?t=1625915181"
"Your Lie in April","Kosei Arima was a piano prodigy until his cruel taskmaster of a mother died suddenly, changing his life forever. Driven by his pain to abandon piano, Kosei now lives in a monotonous, colorless world. Having resigned himself to a bland life, he is surprised when he meets Kaori Miyazono, a violinist with an unorthodox style. Can she bring Kosei back to music, and back to life?",4.6,2011,"['Drama', 'Romance', 'Shounen', 'Classical Music', 'Illness', 'Melancholy', 'Mental Illness', 'Music', 'Psychological', 'School Life', 'Tournaments', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/your-lie-in-april-1-190x285.jpg?t=1625911231"
"I Can Do It (Novel)","For a certain LOL competition, a certain online streamer famous for pissing people off was currently explaining and broadcasting it at the same time. Streamer: ""This support, so trash."" Streamer: ""If that jungler was my teammate, I would already be idling at the fountain and playing piano for him by now."" Streamer: ""I recommend that this player go back and properly practice how to last hit."" Audience: ""What bullshit! If you’re any better, then you do it!"" Streamer: ""Daddy I really can do it."" Audience: ""Okokok. If you can do it then I’ll chop off my head so you can kick it."" A few months later, LOL’s veteran pro team TTC announced a new mid laner, Soft. A boy with flashy blue hair appeared in front of the audience and played Zed to utter perfection, killing everyone he saw...",4.6,2020,"['BL', 'Comedy', 'Manhua', 'Romance', 'Sports', 'Web Novels', 'Yaoi']","https://cdn.anime-planet.com/manga/primary/i-can-do-it-novel-1-190x266.jpg?t=1625931541"
"The Faraway Paladin (Light Novel)","In a city of the dead, long since ruined and far from human civilization, lives a single human child. His name is Will, and he's being raised by three undead: the hearty skeletal warrior, Blood; the graceful mummified priestess, Mary; and the crotchety spectral sorcerer, Gus. The three pour love into the boy, and teach him all they know. But one day, Will starts to wonder: ""Who am I?"" Will must unravel the mysteries of this faraway dead man's land, and unearth the secret pasts of the undead. He must learn the love and mercy of the good gods, and the bigotry and madness of the bad. And when he knows it all, the boy will take his first step on the path to becoming a Paladin.",4.6,2016,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Isekai', 'Person in a Strange World', 'Reincarnation', 'Adapted to Anime', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-faraway-paladin-light-novel-1-285x417.webp?t=1650385072"
"Lout of Count’s Family","Kim Roksu has one life motto: “Let’s not get beat up.” But after dozing off somewhere midway through the novel “Birth of a Hero,” he wakes up as Cale Henituse - one of the minor villains in the novel who gets the beating of a lifetime from soon-to-be hero Choi Han. Only time will tell how much longer he has before that dreadful encounter. Can Kim Roksu change the course of this story so he can enjoy a long and lavish life free of the soon-to-be hero?",4.6,2020,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Manhwa', 'Webtoons', 'Dragons', 'Full Color', 'Isekai', 'Magic', 'Nobility', 'Person in a Strange World', 'Political', 'Transported Into a Novel', 'Weak to Strong', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/lout-of-counts-family-1-285x399.webp?t=1630108539"
"Noragami: Stray God","Yato is a homeless god. He doesn’t even have a shrine, not to mention worshippers! So to achieve his ambitious goals, he’s set up a service to help those in need (for a small fee), hoping he’ll eventually raise enough money to build himself the lavish temple of his dreams. Of course, he can’t afford to be picky, so Yato accepts all kinds of jobs, from finding lost kittens to helping a student overcome bullies at school.",4.6,2010,"['Action', 'Shounen', 'Ghosts', 'Gods', 'Japanese Mythology', 'Non-Human Protagonists', 'Supernatural', 'Mature Themes', 'Physical Abuse', 'Violence', 'Adapted to Anime', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/noragami-stray-god-1-190x285.jpg?t=1625910951"
"Supernatural Movie Actor App (Novel)","Xie Chi is a patient with multiple personality disorder. On the surface, he is educated and gentle but the secondary personality is cold and powerful, with explosive strength. Xie Chi can never fall in love because the secondary personality is his boyfriend. Xie Chi’s only dream is to one day embrace his lover. In order to realize his dream, Xie Chi voluntarily bound to the Horror Movie Actor App. The app regularly releases horror movie notices such as Spirit in Red Clothes, Zombie Lovers, 1552 Haunted House…The selected actors will be placed in a real horror environment to survive.",4.6,2020,"['Action', 'BL', 'Horror', 'Manhua', 'Romance', 'Web Novels', 'Yaoi', 'Mental Illness', 'Psychological', 'Supernatural', 'World Hopping']","https://cdn.anime-planet.com/manga/primary/supernatural-movie-actor-app-novel-1-285x399.jpg?t=1628659798"
"Rurouni Kenshin","Rurouni Kenshin is the story of a revolutionary patriot fighting to conceal his bloody past in the new Meiji era of Japan. Battosai Himura's role in the revolution was so infamous that it earned him the title ‘Hitokiri' (Manslayer). To put that fearful name and his past behind him, Himura returned to his original name of Kenshin, reversing the blade on his sword to make it non-lethal, swearing to never take another life and beginning again as an ordinary rurouni (wandering samurai). He meets Kaoru Kamiya, a spirited girl who runs the local dojo and is the first of several friends to accept him for who he is, not who he was. But Kenshin's past will not leave him alone, and with old rivals remerging, groups attempting to shatter the hard earned peace, and those with desire to face the legendary Battousai, all chasing after Kenshin, can he protect those he cares about and still maintain his oath?",4.6,1994,"['Action', 'Comedy', 'Romance', 'Shounen', '19th Century', 'Feudal Japan', 'Historical', 'Overpowered Main Characters', 'Swordplay', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/rurouni-kenshin-1-190x285.jpg?t=1625907617"
"Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou","In the imperial court, a young woman is put into servitude, Maomao. The tale is just beginning for the woman doctor/pharmacist from the red-light district, as rumors circulate about the emperor's children's lives being short-lived. Her curious nature and thirst for knowledge pushes her to action. To satisfy her curiosity, this young doctor/pharmacist will investigate the origin! What is shifting in the imperial court..!?",4.6,2017,"['Drama', 'Mystery', 'Romance', 'Seinen', 'Slice of Life', 'Doctors', 'Historical', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/kusuriya-no-hitorigoto-maomao-no-koukyuu-nazotoki-techou-1-285x411.jpg?t=1634347935"
"Ghost Teller - Part 2","Second season of Ghost Teller.",4.6,2019,"['Horror', 'Manhwa', 'Mystery', 'Webtoons', 'Full Color', 'Ghosts', 'Psychological', 'Supernatural', 'Mature Themes', 'Suicide']","https://cdn.anime-planet.com/manga/primary/ghost-teller-part-2-1-190x266.jpg?t=1625922966"
"Unromantic","A stunningly beautiful and filthy rich omega suddenly appeared in my insignificant, average life?! ""30 minutes. If you can keep yourself from begging for that long, then I'll let you go home."" Is he looking down at me because he thinks I'm that kind of alpha? I hate people like him! I really hate him, but...?! Is this type of romance okay?!",4.6,2020,"['BL', 'Comedy', 'Manhwa', 'Romance', 'Webtoons', 'Yaoi', 'Omegaverse', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/unromantic-1-190x266.jpg?t=1625924787"
"Kirai de Isasete 4th","This entry currently doesn't have a synopsis. Check back soon!",4.6,2022,"['BL', 'Romance', 'Yaoi', 'Adult Couples', 'Family Life', 'Married Life', 'Mature Romance', 'Omegaverse']","https://cdn.anime-planet.com/manga/primary/kirai-de-isasete-4th-1-285x429.webp?t=1646018160"
"My Life as an Internet Novel","Every novel has the usual cast: a gorgeous heroine, handsome boys vying for her attention, and a homely best friend at the heroine’s side. Dani, an ordinary student and avid reader of internet novels, is all too familiar with these tropes. But she never imagined that one day she’d wake up at the center of one herself! Her new fictional world is complete with a beautiful best friend named Yeoryung, and four impossibly good-looking boys who all happen to be in her class. Dani is determined to stay out of the way and not get involved in the twists and turns of the plot. But is she really just the sidekick -- or is Dani actually the leading lady? Anything is possible in the world of a novel!",4.6,2017,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Reverse Harem', 'Romance', 'Webtoons', 'Full Color', 'Person in a Strange World', 'School Life', 'Transported Into a Novel', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/my-life-as-an-internet-novel-1-190x276.jpg?t=1625922239"
"The Villainess Turns the Hourglass","After her lowly mother married a count, Aria enjoyed a life full of luxury while harassing her gentle stepsister Mielle. Several years later, Aria is about to be executed when Mielle reveals that she wickedly tricked Aria into building the bad reputation that ultimately brought her to the scaffold. Just as Aria desparately wishes she could change her fate, she sees a curious hourglass that takes her back into the past. Now, Aria can destroy Mielle by using her own tactics against her like a true villainess. The power of the hourglass is on her side... Can Aria take everything from Mielle, or will her actions change the past in ways she couldn't have imagined?",4.6,2020,"['Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Betrayal', 'Full Color', 'Nobility', 'Revenge', 'Second Chance', 'Time Travel', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-villainess-turns-the-hourglass-1-190x276.jpg?t=1625924987"
"Opium","1946 Choseon (Korea). Beautiful and brilliant Dr. Maria Arden returns to the country of her birth as the medical advisor to the U.S. Army—a stranger in an unfamiliar land ravaged by wars and corruption. There, she meets Dr. Kyeongju Lee, an alluring, mysterious woman shunned by society. Their innocent flirtations turn into a heated, forbidden love affair, as an illegal trade in opium threatens Choseon’s fragile stability. Two outsiders drawn helplessly to each other, but… everything was a lie.",4.6,2020,"['GL', 'Manhwa', 'Webtoons', 'Yuri', 'Adult Couples', 'Doctors', 'Full Color', 'Historical', 'World War 2', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/opium-1-190x266.jpg?t=1625929630"
"Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai (Light Novel)","Yokozawa Takafumi is in the midst of heartbreak after being rejected by his one-sided love, Takano Masamune. Will things look up for poor Yokozawa once he crosses paths with Kirishima Zen, the head editor of a shounen manga magazine, who also happens to have a young daughter?",4.6,2011,"['BL', 'Comedy', 'Drama', 'Light Novels', 'Romance', 'Yaoi', 'Adult Couples', 'Blackmail', 'Childcare', 'Editors', 'Mature Romance', 'Salaryman', 'Single Parent', 'Tsundere', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/sekai-ichi-hatsukoi-yokozawa-takafumi-no-baai-light-novel-1-190x269.jpg?t=1625912045"
"The Reason Why Raeliana Ended up at the Duke's Mansion: Side Stories","This entry currently doesn't have a synopsis. Check back soon!",4.6,2021,"['Comedy', 'Fantasy', 'Manhwa', 'Mystery', 'Romance', 'Webtoons', 'Full Color', 'Nobility']","https://cdn.anime-planet.com/manga/primary/the-reason-why-raeliana-ended-up-at-the-dukes-mansion-side-stories-1-190x266.jpg?t=1625930477"
"Pink Heart Jam","Country boy Haiga has many questions he wants to learn the answers to when he moves to the city for university. One of them happens to be, “do I like guys, too?” When his upperclassmen dare him to check out a box spa behind Shinjuku’s Nichoume District, Haiga uses this opportunity to find out the answer to his question – and runs into his senior Kanae, who has one simple solution for him – clothes, off!",4.6,2019,"['BL', 'Yaoi', 'Adult Couples', 'LGBT Themes', 'Lifestyle Change', 'Explicit Sex', 'Mature Themes', 'Prostitution']","https://cdn.anime-planet.com/manga/primary/pink-heart-jam-1-190x268.jpg?t=1625929269"
"Akira","In the aftermath of WWIII Tokyo was re-built as Neo-Tokyo; thirty-eight years later it has become a major metropolis. With the memory of the war and reconstruction fading, corruption, criminality and civil strife are threatening to tear the city apart. The military has a secret project developing humans with psychic powers which they hope will help Neo-Tokyo solve its problems. However, when one of the test subjects escapes and hides with one of the biker gangs plaguing the city, the military does everything it can to recover its test subject and cover up the existence of its research program...",4.6,1982,"['Action', 'Sci Fi', 'Seinen', 'Cyberpunk', 'Dystopia', 'Human Experimentation', 'Motorcycles', 'Noir', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Explicit Violence', 'Mature Themes', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/akira-1-190x269.jpg?t=1625908033"
"Skip and Loafer","Excellent student Iwakura Mitsumi has always dreamt about leaving her small town, going to a prestigious university, and making positive change in the world. But she’s so focused on reaching her goals that she’s not prepared for the very different (and overwhelming) city life that awaits her in a Tokyo high school. Luckily, she makes fast friends with Shima Sousuke, a handsome classmate who’s as laid-back as she is over-prepared. Can this naive country girl make it big in Tokyo with Sousuke by her side?",4.6,2018,"['Comedy', 'Romance', 'Seinen', 'Lifestyle Change', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/skip-and-loafer-1-190x270.jpg?t=1625920523"
"Fruits Basket","After a family tragedy turns her life upside down, plucky high schooler Tohru Honda takes matters into her own hands and moves out...into a tent! Unfortunately for her, she pitches her new home on private land belonging to the mysterious Sohma clan, and it isn't long before the owners discover her secret. But, as Tohru quickly finds out when the family offers to take her in, the Sohmas have a secret of their own--when touched by the opposite sex, they turn into the animals of the Chinese Zodiac!",4.6,1998,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Animal Transformation', 'Contemporary Fantasy', 'Curse', 'Death of a Loved One', 'Dysfunctional Families', 'Love Triangle', 'Orphans', 'Roommates', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/fruits-basket-1-190x273.jpg?t=1625907550"
